id,object_id,intr_rate_type_nm,save_trm,intr_rate,intr_rate2,rsrv_type_nm,content_type_id
18113,807,복리,24,1.65,1.65,자유적립식,5
18114,808,단리,36,3.7,3.7,정액적립식,5
18115,808,단리,24,3.7,3.7,정액적립식,5
18116,808,단리,12,3.6,3.6,정액적립식,5
18117,808,단리,6,3.0,3.0,정액적립식,5
18118,809,단리,6,3.0,3.0,정액적립식,5
18119,809,단리,12,3.6,3.6,정액적립식,5
18120,809,단리,24,3.7,3.7,정액적립식,5
18121,809,단리,36,3.7,3.7,정액적립식,5
18122,810,단리,36,3.7,3.7,정액적립식,5
18123,810,단리,24,3.7,3.7,정액적립식,5
18124,810,단리,12,3.6,3.6,정액적립식,5
18125,810,단리,6,3.0,3.0,정액적립식,5
18126,811,단리,6,3.0,3.0,정액적립식,5
18127,811,단리,12,4.0,4.0,정액적립식,5
18128,811,단리,24,4.1,4.1,정액적립식,5
18129,811,단리,36,3.0,3.0,정액적립식,5
18130,811,복리,36,3.4,3.4,자유적립식,5
18131,811,단리,6,3.5,3.5,정액적립식,5
18132,811,단리,12,3.8,3.8,정액적립식,5
18133,811,단리,24,3.5,3.5,정액적립식,5
18134,811,단리,36,3.5,3.5,정액적립식,5
18135,811,복리,6,3.5,3.5,정액적립식,5
18136,811,복리,12,3.8,3.8,정액적립식,5
18137,811,복리,24,3.5,3.5,정액적립식,5
18138,811,복리,36,3.5,3.5,정액적립식,5
18139,811,복리,24,3.4,3.4,자유적립식,5
18140,811,복리,12,3.55,3.55,자유적립식,5
18141,811,복리,6,3.4,3.4,자유적립식,5
18142,811,복리,3,3.3,3.3,자유적립식,5
18143,811,복리,1,2.0,2.0,자유적립식,5
18144,811,단리,36,3.4,3.4,자유적립식,5
18145,811,단리,24,3.4,3.4,자유적립식,5
18146,811,단리,12,3.55,3.55,자유적립식,5
18147,811,단리,6,3.4,3.4,자유적립식,5
18148,811,단리,3,3.3,3.3,자유적립식,5
18149,811,단리,1,2.0,2.0,자유적립식,5
18150,811,단리,36,3.5,3.5,정액적립식,5
18151,811,단리,24,3.8,3.8,정액적립식,5
18152,811,단리,12,4.0,4.0,정액적립식,5
18153,811,단리,6,3.2,3.2,정액적립식,5
18154,811,단리,36,1.1,1.1,자유적립식,5
18155,811,단리,24,1.1,1.1,자유적립식,5
18156,811,단리,12,1.2,1.2,자유적립식,5
18157,811,단리,6,0.7,0.7,자유적립식,5
18158,811,단리,36,1.0,1.0,정액적립식,5
18159,811,단리,24,1.0,1.0,정액적립식,5
18160,811,단리,12,1.0,1.0,정액적립식,5
18161,812,단리,6,3.0,3.0,정액적립식,5
18162,812,단리,12,4.0,4.0,정액적립식,5
18163,812,단리,24,4.1,4.1,정액적립식,5
18164,812,단리,36,3.0,3.0,정액적립식,5
18165,813,단리,12,4.0,5.0,정액적립식,5
18166,814,단리,12,4.0,5.0,정액적립식,5
18167,815,단리,12,4.0,4.0,정액적립식,5
18168,815,단리,24,4.0,4.0,정액적립식,5
18169,815,단리,36,4.0,4.0,정액적립식,5
18170,816,단리,6,3.5,3.5,정액적립식,5
18171,816,단리,12,4.0,4.0,정액적립식,5
18172,816,단리,24,3.5,3.5,정액적립식,5
18173,816,단리,36,3.3,3.3,정액적립식,5
18174,817,단리,36,3.3,3.3,정액적립식,5
18175,817,단리,24,3.5,3.5,정액적립식,5
18176,817,단리,12,4.0,4.0,정액적립식,5
18177,817,단리,6,3.5,3.5,정액적립식,5
18178,818,단리,12,3.5,3.5,정액적립식,5
18179,819,단리,6,3.5,3.5,정액적립식,5
18180,819,단리,12,4.0,4.0,정액적립식,5
18181,819,단리,24,3.5,3.5,정액적립식,5
18182,819,단리,36,3.3,3.3,정액적립식,5
18183,820,단리,6,5.0,5.0,정액적립식,5
18184,821,단리,6,6.0,6.0,정액적립식,5
18185,822,복리,36,2.3,2.3,정액적립식,5
18186,822,복리,24,2.3,2.3,정액적립식,5
18187,822,복리,12,2.2,2.2,정액적립식,5
18188,822,복리,6,2.1,2.1,정액적립식,5
18189,822,단리,36,2.3,2.3,정액적립식,5
18190,822,단리,24,2.3,2.3,정액적립식,5
18191,822,단리,12,2.2,2.2,정액적립식,5
18192,822,단리,6,2.1,2.1,정액적립식,5
18193,823,단리,6,2.1,2.1,정액적립식,5
18194,823,단리,12,2.2,2.2,정액적립식,5
18195,823,단리,24,2.3,2.3,정액적립식,5
18196,823,단리,36,2.3,2.3,정액적립식,5
18197,823,복리,6,2.1,2.1,정액적립식,5
18198,823,복리,12,2.2,2.2,정액적립식,5
18199,823,복리,24,2.3,2.3,정액적립식,5
18200,823,복리,36,2.3,2.3,정액적립식,5
18201,824,복리,36,2.3,2.3,정액적립식,5
18202,824,복리,24,2.3,2.3,정액적립식,5
18203,824,복리,12,2.2,2.2,정액적립식,5
18204,824,복리,6,2.1,2.1,정액적립식,5
18205,824,단리,36,2.3,2.3,정액적립식,5
18206,824,단리,24,2.3,2.3,정액적립식,5
18207,824,단리,12,2.2,2.2,정액적립식,5
18208,824,단리,6,2.1,2.1,정액적립식,5
18209,825,단리,6,2.7,2.7,정액적립식,5
18210,825,단리,12,3.5,3.5,정액적립식,5
18211,825,단리,24,3.5,3.5,정액적립식,5
18212,825,단리,36,3.5,3.5,정액적립식,5
18213,825,단리,6,2.0,2.0,자유적립식,5
18214,825,단리,12,2.8,2.8,자유적립식,5
18215,825,단리,24,2.8,2.8,자유적립식,5
18216,825,단리,36,2.8,2.8,자유적립식,5
18217,826,단리,36,2.85,2.85,자유적립식,5
18218,826,단리,24,2.85,2.85,자유적립식,5
18219,826,단리,12,2.85,2.85,자유적립식,5
18220,826,단리,6,2.05,2.05,자유적립식,5
18221,826,단리,36,3.55,3.55,정액적립식,5
18222,826,단리,24,3.55,3.55,정액적립식,5
18223,826,단리,12,3.55,3.55,정액적립식,5
18224,826,단리,6,2.75,2.75,정액적립식,5
18225,827,단리,6,2.75,2.75,정액적립식,5
18226,827,단리,12,3.55,3.55,정액적립식,5
18227,827,단리,24,3.55,3.55,정액적립식,5
18228,827,단리,36,3.55,3.55,정액적립식,5
18229,828,복리,36,3.8,3.8,자유적립식,5
18230,828,복리,24,3.8,3.8,자유적립식,5
18231,828,복리,12,3.9,3.9,자유적립식,5
18232,828,복리,6,3.7,3.7,자유적립식,5
18233,828,복리,36,3.8,3.8,정액적립식,5
18234,828,복리,24,3.8,3.8,정액적립식,5
18235,828,복리,12,3.9,3.9,정액적립식,5
18236,828,복리,6,3.7,3.7,정액적립식,5
18237,828,단리,36,3.8,3.8,자유적립식,5
18238,828,단리,24,3.8,3.8,자유적립식,5
18239,828,단리,12,3.9,3.9,자유적립식,5
18240,828,단리,6,3.7,3.7,자유적립식,5
18241,828,단리,36,3.8,3.8,정액적립식,5
18242,828,단리,24,3.8,3.8,정액적립식,5
18243,828,단리,12,3.9,3.9,정액적립식,5
18244,828,단리,6,3.7,3.7,정액적립식,5
18245,828,단리,36,3.0,3.0,정액적립식,5
18246,828,단리,24,3.0,3.0,정액적립식,5
18247,828,단리,12,3.5,3.5,정액적립식,5
18248,828,단리,6,2.0,2.0,정액적립식,5
18249,828,단리,6,1.6,1.6,정액적립식,5
18250,828,단리,12,3.7,3.7,정액적립식,5
18251,828,단리,24,3.5,3.5,정액적립식,5
18252,828,단리,36,3.5,3.5,정액적립식,5
18253,828,복리,6,1.6,1.6,정액적립식,5
18254,828,복리,12,3.7,3.7,정액적립식,5
18255,828,복리,24,3.5,3.5,정액적립식,5
18256,828,복리,36,3.5,3.5,정액적립식,5
18257,828,복리,36,4.4,4.4,정액적립식,5
18258,828,복리,24,4.4,4.4,정액적립식,5
18259,828,복리,12,4.4,4.4,정액적립식,5
18260,828,복리,6,3.0,3.0,정액적립식,5
18261,828,단리,36,4.4,4.4,정액적립식,5
18262,828,단리,24,4.4,4.4,정액적립식,5
18263,828,단리,12,4.4,4.4,정액적립식,5
18264,828,단리,6,3.0,3.0,정액적립식,5
18265,829,단리,36,2.5,2.5,정액적립식,5
18266,829,단리,24,3.0,3.0,정액적립식,5
18267,829,단리,12,3.6,3.6,정액적립식,5
18268,829,단리,6,3.0,3.0,정액적립식,5
18269,829,복리,36,3.8,3.8,자유적립식,5
18270,829,복리,24,3.8,3.8,자유적립식,5
18271,829,복리,12,3.9,3.9,자유적립식,5
18272,829,복리,6,3.7,3.7,자유적립식,5
18273,830,복리,36,3.9,3.9,자유적립식,5
18274,830,복리,24,3.85,3.85,자유적립식,5
18275,830,복리,12,3.75,3.75,자유적립식,5
18276,830,복리,36,3.9,3.9,정액적립식,5
18277,830,복리,24,3.85,3.85,정액적립식,5
18278,830,복리,12,3.75,3.75,정액적립식,5
18279,831,단리,12,4.1,4.1,자유적립식,5
18280,831,복리,12,4.1,4.1,자유적립식,5
18281,831,복리,36,1.8,1.8,정액적립식,5
18282,831,복리,24,1.7,1.7,정액적립식,5
18283,831,복리,12,1.6,1.6,정액적립식,5
18284,831,복리,6,1.6,1.6,정액적립식,5
18285,831,단리,36,1.8,1.8,정액적립식,5
18286,831,단리,24,1.7,1.7,정액적립식,5
18287,831,단리,12,1.6,1.6,정액적립식,5
18288,831,단리,6,1.6,1.6,정액적립식,5
18289,831,단리,36,2.7,2.7,자유적립식,5
18290,831,단리,24,2.6,2.6,자유적립식,5
18291,831,단리,12,3.3,3.3,자유적립식,5
18292,831,단리,6,2.4,2.4,자유적립식,5
18293,832,복리,36,3.85,3.85,자유적립식,5
18294,832,복리,24,3.8,3.8,자유적립식,5
18295,832,복리,12,3.7,3.7,자유적립식,5
18296,832,복리,36,3.85,3.85,정액적립식,5
18297,832,복리,24,3.8,3.8,정액적립식,5
18298,832,복리,12,3.7,3.7,정액적립식,5
18299,833,단리,6,1.5,1.6,정액적립식,5
18300,833,단리,12,2.5,2.6,정액적립식,5
18301,833,단리,24,2.6,2.7,정액적립식,5
18302,833,단리,36,2.6,2.7,정액적립식,5
18303,833,복리,6,1.5,1.6,정액적립식,5
18304,833,복리,12,2.5,2.6,정액적립식,5
18305,833,복리,24,2.6,2.7,정액적립식,5
18306,833,복리,36,2.6,2.7,정액적립식,5
18307,834,복리,36,2.7,2.7,정액적립식,5
18308,834,복리,24,2.7,2.7,정액적립식,5
18309,834,복리,12,2.6,2.6,정액적립식,5
18310,834,복리,6,1.6,1.6,정액적립식,5
18311,834,단리,36,2.7,2.7,정액적립식,5
18312,834,단리,24,2.7,2.7,정액적립식,5
18313,834,단리,12,2.6,2.6,정액적립식,5
18314,834,단리,6,1.6,1.6,정액적립식,5
18315,835,복리,24,3.7,3.7,정액적립식,5
18316,835,복리,12,4.2,4.2,정액적립식,5
18317,835,복리,6,2.4,2.4,정액적립식,5
18318,835,단리,24,3.7,3.7,정액적립식,5
18319,835,단리,12,4.2,4.2,정액적립식,5
18320,835,단리,6,2.4,2.4,정액적립식,5
18321,835,단리,36,3.3,3.3,자유적립식,5
18322,835,단리,24,3.3,3.3,자유적립식,5
18323,835,단리,12,3.6,3.6,자유적립식,5
18324,835,단리,6,3.6,3.6,자유적립식,5
18325,835,단리,3,2.5,2.5,자유적립식,5
18326,835,단리,1,1.2,1.2,자유적립식,5
18327,835,단리,36,4.0,4.2,정액적립식,5
18328,835,단리,24,4.0,4.2,정액적립식,5
18329,835,단리,12,4.3,4.5,정액적립식,5
18330,835,단리,6,2.1,2.1,정액적립식,5
18331,835,단리,6,2.1,2.1,자유적립식,5
18332,835,단리,12,3.5,3.5,자유적립식,5
18333,835,단리,24,3.6,3.6,자유적립식,5
18334,835,단리,36,3.6,3.6,자유적립식,5
18335,835,복리,36,1.8,1.8,정액적립식,5
18336,835,복리,24,1.7,1.7,정액적립식,5
18337,835,복리,12,1.6,1.6,정액적립식,5
18338,835,복리,6,1.6,1.6,정액적립식,5
18339,835,단리,36,1.8,1.8,정액적립식,5
18340,835,단리,24,1.7,1.7,정액적립식,5
18341,835,단리,12,1.6,1.6,정액적립식,5
18342,835,단리,6,1.6,1.6,정액적립식,5
18343,836,복리,24,3.7,3.7,정액적립식,5
18344,836,복리,12,4.2,4.2,정액적립식,5
18345,836,복리,6,2.5,2.5,정액적립식,5
18346,836,단리,24,3.7,3.7,정액적립식,5
18347,836,단리,12,4.2,4.2,정액적립식,5
18348,836,단리,6,2.5,2.5,정액적립식,5
18349,836,단리,6,2.1,2.1,정액적립식,5
18350,836,단리,12,4.1,4.5,정액적립식,5
18351,836,단리,24,4.0,4.2,정액적립식,5
18352,836,단리,36,4.0,4.2,정액적립식,5
18353,836,복리,36,3.5,3.5,정액적립식,5
18354,836,복리,24,3.5,3.5,정액적립식,5
18355,836,복리,12,3.8,3.8,정액적립식,5
18356,836,복리,6,3.5,3.5,정액적립식,5
18357,836,단리,36,3.5,3.5,정액적립식,5
18358,836,단리,24,3.5,3.5,정액적립식,5
18359,836,단리,12,3.8,3.8,정액적립식,5
18360,836,단리,6,3.5,3.5,정액적립식,5
18361,836,단리,36,2.0,2.0,자유적립식,5
18362,836,단리,24,2.0,2.0,자유적립식,5
18363,836,단리,12,1.9,1.9,자유적립식,5
18364,836,단리,6,1.7,1.7,자유적립식,5
18365,836,단리,36,3.6,3.6,정액적립식,5
18366,836,단리,24,4.0,4.0,정액적립식,5
18367,836,단리,12,4.0,4.0,정액적립식,5
18368,836,단리,6,2.1,2.1,정액적립식,5
18369,836,단리,6,2.5,2.5,정액적립식,5
18370,836,단리,12,3.4,3.4,정액적립식,5
18371,836,단리,24,2.7,2.7,정액적립식,5
18372,836,단리,36,2.8,2.8,정액적립식,5
18373,837,단리,6,2.8,2.8,정액적립식,5
18374,837,단리,12,3.8,3.8,정액적립식,5
18375,837,단리,24,3.7,3.7,정액적립식,5
18376,837,단리,36,3.6,3.6,정액적립식,5
18377,837,단리,6,2.5,2.5,정액적립식,5
18378,837,단리,12,4.2,4.2,정액적립식,5
18379,837,단리,24,3.7,3.7,정액적립식,5
18380,837,복리,6,2.5,2.5,정액적립식,5
18381,837,복리,12,4.2,4.2,정액적립식,5
18382,837,복리,24,3.7,3.7,정액적립식,5
18383,837,단리,12,4.5,4.7,정액적립식,5
18384,837,단리,12,3.0,3.0,정액적립식,5
18385,837,단리,24,3.0,3.0,정액적립식,5
18386,837,단리,36,3.0,3.0,정액적립식,5
18387,837,복리,36,3.5,3.5,정액적립식,5
18388,837,복리,24,3.5,3.5,정액적립식,5
18389,837,복리,12,3.8,3.8,정액적립식,5
18390,837,복리,6,3.5,3.5,정액적립식,5
18391,837,단리,36,3.5,3.5,정액적립식,5
18392,837,단리,24,3.5,3.5,정액적립식,5
18393,837,단리,12,3.8,3.8,정액적립식,5
18394,837,단리,6,3.5,3.5,정액적립식,5
18395,837,단리,6,2.5,2.5,정액적립식,5
18396,837,단리,12,4.0,4.0,정액적립식,5
18397,837,단리,24,3.5,3.5,정액적립식,5
18398,837,단리,36,3.2,3.2,정액적립식,5
18399,838,복리,36,3.2,3.2,정액적립식,5
18400,838,복리,24,3.2,3.2,정액적립식,5
18401,838,복리,12,3.2,3.2,정액적립식,5
18402,838,복리,6,2.6,2.6,정액적립식,5
18403,838,단리,36,3.2,3.2,정액적립식,5
18404,838,단리,24,3.2,3.2,정액적립식,5
18405,838,단리,12,3.2,3.2,정액적립식,5
18406,838,단리,6,2.6,2.6,정액적립식,5
18407,839,단리,6,2.6,2.6,정액적립식,5
18408,839,단리,12,3.2,3.2,정액적립식,5
18409,839,단리,24,3.2,3.2,정액적립식,5
18410,839,단리,36,3.2,3.2,정액적립식,5
18411,839,복리,6,2.6,2.6,정액적립식,5
18412,839,복리,12,3.2,3.2,정액적립식,5
18413,839,복리,24,3.2,3.2,정액적립식,5
18414,839,복리,36,3.2,3.2,정액적립식,5
18415,840,복리,36,3.2,3.2,정액적립식,5
18416,840,복리,24,3.2,3.2,정액적립식,5
18417,840,복리,12,3.2,3.2,정액적립식,5
18418,840,복리,6,2.6,2.6,정액적립식,5
18419,840,단리,36,3.2,3.2,정액적립식,5
18420,840,단리,24,3.2,3.2,정액적립식,5
18421,840,단리,12,3.2,3.2,정액적립식,5
18422,840,단리,6,2.6,2.6,정액적립식,5
18423,841,단리,6,2.1,2.1,정액적립식,5
18424,841,단리,12,2.2,2.2,정액적립식,5
18425,841,단리,24,2.3,2.3,정액적립식,5
18426,841,단리,36,2.3,2.3,정액적립식,5
18427,841,복리,6,2.1,2.1,정액적립식,5
18428,841,복리,12,2.2,2.2,정액적립식,5
18429,841,복리,24,2.3,2.3,정액적립식,5
18430,841,복리,36,2.3,2.3,정액적립식,5
18431,842,복리,36,2.3,2.3,정액적립식,5
18432,842,복리,24,2.3,2.3,정액적립식,5
18433,842,복리,12,2.2,2.2,정액적립식,5
18434,842,복리,6,2.1,2.1,정액적립식,5
18435,842,단리,36,2.3,2.3,정액적립식,5
18436,842,단리,24,2.3,2.3,정액적립식,5
18437,842,단리,12,2.2,2.2,정액적립식,5
18438,842,단리,6,2.1,2.1,정액적립식,5
18439,843,단리,6,2.1,2.1,정액적립식,5
18440,843,단리,12,2.2,2.2,정액적립식,5
18441,843,단리,24,2.3,2.3,정액적립식,5
18442,843,단리,36,2.3,2.3,정액적립식,5
18443,843,복리,6,2.1,2.1,정액적립식,5
18444,843,복리,12,2.2,2.2,정액적립식,5
18445,843,복리,24,2.3,2.3,정액적립식,5
18446,843,복리,36,2.3,2.3,정액적립식,5
18447,844,복리,36,2.3,2.3,정액적립식,5
18448,844,복리,24,2.3,2.3,정액적립식,5
18449,844,복리,12,2.2,2.2,정액적립식,5
18450,844,복리,6,2.1,2.1,정액적립식,5
18451,844,단리,36,2.3,2.3,정액적립식,5
18452,844,단리,24,2.3,2.3,정액적립식,5
18453,844,단리,12,2.2,2.2,정액적립식,5
18454,844,단리,6,2.1,2.1,정액적립식,5
18455,845,복리,12,4.1,4.1,자유적립식,5
18456,845,복리,6,4.0,4.0,자유적립식,5
18457,845,복리,12,4.07,4.07,정액적립식,5
18458,845,복리,6,3.93,3.93,정액적립식,5
18459,845,단리,12,4.1,4.1,자유적립식,5
18460,845,단리,6,4.0,4.0,자유적립식,5
18461,845,단리,12,4.0,4.0,정액적립식,5
18462,845,단리,6,3.9,3.9,정액적립식,5
18463,846,단리,6,2.8,2.8,정액적립식,5
18464,846,단리,12,3.8,3.8,정액적립식,5
18465,846,단리,24,3.7,3.7,정액적립식,5
18466,846,단리,36,3.6,3.6,정액적립식,5
18467,846,단리,6,2.5,2.5,정액적립식,5
18468,846,단리,12,4.2,4.2,정액적립식,5
18469,846,단리,24,3.7,3.7,정액적립식,5
18470,846,복리,6,2.5,2.5,정액적립식,5
18471,846,복리,12,4.2,4.2,정액적립식,5
18472,846,복리,24,3.7,3.7,정액적립식,5
18473,846,단리,12,4.5,4.7,정액적립식,5
18474,846,단리,12,3.0,3.0,정액적립식,5
18475,846,단리,24,3.0,3.0,정액적립식,5
18476,846,단리,36,3.0,3.0,정액적립식,5
18477,846,복리,36,3.5,3.5,정액적립식,5
18478,846,복리,24,3.5,3.5,정액적립식,5
18479,846,복리,12,3.8,3.8,정액적립식,5
18480,846,복리,6,3.5,3.5,정액적립식,5
18481,846,단리,36,3.5,3.5,정액적립식,5
18482,846,단리,24,3.5,3.5,정액적립식,5
18483,846,단리,12,3.8,3.8,정액적립식,5
18484,846,단리,6,3.5,3.5,정액적립식,5
18485,846,단리,6,2.5,2.5,정액적립식,5
18486,846,단리,12,4.0,4.0,정액적립식,5
18487,846,단리,24,3.5,3.5,정액적립식,5
18488,846,단리,36,3.2,3.2,정액적립식,5
18489,847,복리,24,3.7,3.7,정액적립식,5
18490,847,복리,12,4.2,4.2,정액적립식,5
18491,847,복리,6,2.5,2.5,정액적립식,5
18492,847,단리,24,3.7,3.7,정액적립식,5
18493,847,단리,12,4.2,4.2,정액적립식,5
18494,847,단리,6,2.5,2.5,정액적립식,5
18495,847,복리,36,5.0,5.0,정액적립식,5
18496,847,복리,24,3.0,3.0,정액적립식,5
18497,847,복리,12,3.0,3.0,정액적립식,5
18498,847,단리,36,5.0,5.0,정액적립식,5
18499,847,단리,24,3.0,3.0,정액적립식,5
18500,847,단리,12,3.0,3.0,정액적립식,5
18501,847,단리,36,3.2,3.2,정액적립식,5
18502,847,단리,24,3.5,3.5,정액적립식,5
18503,847,단리,12,4.0,4.0,정액적립식,5
18504,847,단리,6,2.5,2.5,정액적립식,5
18505,847,단리,36,3.0,3.0,정액적립식,5
18506,847,단리,24,3.5,3.5,정액적립식,5
18507,847,단리,12,4.0,4.0,정액적립식,5
18508,847,단리,6,2.5,2.5,정액적립식,5
18509,848,단리,12,4.0,4.0,정액적립식,5
18510,848,단리,24,4.0,4.0,정액적립식,5
18511,848,단리,36,4.0,4.0,정액적립식,5
18512,849,단리,12,4.0,4.0,정액적립식,5
18513,849,단리,24,4.0,4.0,정액적립식,5
18514,849,단리,36,4.0,4.0,정액적립식,5
18515,850,단리,6,3.0,3.0,정액적립식,5
18516,850,단리,12,4.0,4.0,정액적립식,5
18517,850,단리,24,4.1,4.1,정액적립식,5
18518,850,단리,36,3.0,3.0,정액적립식,5
18519,850,복리,36,3.4,3.4,자유적립식,5
18520,850,단리,6,3.5,3.5,정액적립식,5
18521,850,단리,12,3.8,3.8,정액적립식,5
18522,850,단리,24,3.5,3.5,정액적립식,5
18523,850,단리,36,3.5,3.5,정액적립식,5
18524,850,복리,6,3.5,3.5,정액적립식,5
18525,850,복리,12,3.8,3.8,정액적립식,5
18526,850,복리,24,3.5,3.5,정액적립식,5
18527,850,복리,36,3.5,3.5,정액적립식,5
18528,850,복리,24,3.4,3.4,자유적립식,5
18529,850,복리,12,3.55,3.55,자유적립식,5
18530,850,복리,6,3.4,3.4,자유적립식,5
18531,850,복리,3,3.3,3.3,자유적립식,5
18532,850,복리,1,2.0,2.0,자유적립식,5
18533,850,단리,36,3.4,3.4,자유적립식,5
18534,850,단리,24,3.4,3.4,자유적립식,5
18535,850,단리,12,3.55,3.55,자유적립식,5
18536,850,단리,6,3.4,3.4,자유적립식,5
18537,850,단리,3,3.3,3.3,자유적립식,5
18538,850,단리,1,2.0,2.0,자유적립식,5
18539,850,단리,36,3.5,3.5,정액적립식,5
18540,850,단리,24,3.8,3.8,정액적립식,5
18541,850,단리,12,4.0,4.0,정액적립식,5
18542,850,단리,6,3.2,3.2,정액적립식,5
18543,850,단리,36,1.1,1.1,자유적립식,5
18544,850,단리,24,1.1,1.1,자유적립식,5
18545,850,단리,12,1.2,1.2,자유적립식,5
18546,850,단리,6,0.7,0.7,자유적립식,5
18547,850,단리,36,1.0,1.0,정액적립식,5
18548,850,단리,24,1.0,1.0,정액적립식,5
18549,850,단리,12,1.0,1.0,정액적립식,5
18550,851,복리,24,3.7,3.7,정액적립식,5
18551,851,복리,12,4.2,4.2,정액적립식,5
18552,851,복리,6,2.5,2.5,정액적립식,5
18553,851,단리,24,3.7,3.7,정액적립식,5
18554,851,단리,12,4.2,4.2,정액적립식,5
18555,851,단리,6,2.5,2.5,정액적립식,5
18556,851,단리,6,2.1,2.1,정액적립식,5
18557,851,단리,12,4.1,4.5,정액적립식,5
18558,851,단리,24,4.0,4.2,정액적립식,5
18559,851,단리,36,4.0,4.2,정액적립식,5
18560,851,복리,36,3.5,3.5,정액적립식,5
18561,851,복리,24,3.5,3.5,정액적립식,5
18562,851,복리,12,3.8,3.8,정액적립식,5
18563,851,복리,6,3.5,3.5,정액적립식,5
18564,851,단리,36,3.5,3.5,정액적립식,5
18565,851,단리,24,3.5,3.5,정액적립식,5
18566,851,단리,12,3.8,3.8,정액적립식,5
18567,851,단리,6,3.5,3.5,정액적립식,5
18568,851,단리,36,2.0,2.0,자유적립식,5
18569,851,단리,24,2.0,2.0,자유적립식,5
18570,851,단리,12,1.9,1.9,자유적립식,5
18571,851,단리,6,1.7,1.7,자유적립식,5
18572,851,단리,36,3.6,3.6,정액적립식,5
18573,851,단리,24,4.0,4.0,정액적립식,5
18574,851,단리,12,4.0,4.0,정액적립식,5
18575,851,단리,6,2.1,2.1,정액적립식,5
18576,851,단리,6,2.5,2.5,정액적립식,5
18577,851,단리,12,3.4,3.4,정액적립식,5
18578,851,단리,24,2.7,2.7,정액적립식,5
18579,851,단리,36,2.8,2.8,정액적립식,5
18580,852,단리,6,2.8,2.8,정액적립식,5
18581,852,단리,12,3.8,3.8,정액적립식,5
18582,852,단리,24,3.7,3.7,정액적립식,5
18583,852,단리,36,3.6,3.6,정액적립식,5
18584,852,단리,6,2.5,2.5,정액적립식,5
18585,852,단리,12,4.2,4.2,정액적립식,5
18586,852,단리,24,3.7,3.7,정액적립식,5
18587,852,복리,6,2.5,2.5,정액적립식,5
18588,852,복리,12,4.2,4.2,정액적립식,5
18589,852,복리,24,3.7,3.7,정액적립식,5
18590,852,단리,12,4.5,4.7,정액적립식,5
18591,852,단리,12,3.0,3.0,정액적립식,5
18592,852,단리,24,3.0,3.0,정액적립식,5
18593,852,단리,36,3.0,3.0,정액적립식,5
18594,852,복리,36,3.5,3.5,정액적립식,5
18595,852,복리,24,3.5,3.5,정액적립식,5
18596,852,복리,12,3.8,3.8,정액적립식,5
18597,852,복리,6,3.5,3.5,정액적립식,5
18598,852,단리,36,3.5,3.5,정액적립식,5
18599,852,단리,24,3.5,3.5,정액적립식,5
18600,852,단리,12,3.8,3.8,정액적립식,5
18601,852,단리,6,3.5,3.5,정액적립식,5
18602,852,단리,6,2.5,2.5,정액적립식,5
18603,852,단리,12,4.0,4.0,정액적립식,5
18604,852,단리,24,3.5,3.5,정액적립식,5
18605,852,단리,36,3.2,3.2,정액적립식,5
18606,853,단리,6,2.0,2.0,정액적립식,5
18607,853,단리,12,3.5,3.5,정액적립식,5
18608,853,단리,24,3.0,3.0,정액적립식,5
18609,853,단리,36,3.0,3.0,정액적립식,5
18610,853,단리,6,2.5,2.5,자유적립식,5
18611,853,단리,12,3.0,3.0,자유적립식,5
18612,853,단리,24,2.0,2.0,자유적립식,5
18613,853,단리,36,2.0,2.0,자유적립식,5
18614,853,복리,36,3.0,3.0,자유적립식,5
18615,853,복리,24,3.0,3.0,자유적립식,5
18616,853,복리,12,3.0,3.0,자유적립식,5
18617,853,복리,36,3.0,3.0,정액적립식,5
18618,853,복리,24,3.0,3.0,정액적립식,5
18619,853,복리,12,3.0,3.0,정액적립식,5
18620,853,단리,36,3.0,3.0,자유적립식,5
18621,853,단리,24,3.0,3.0,자유적립식,5
18622,853,단리,12,3.0,3.0,자유적립식,5
18623,853,단리,36,3.0,3.0,정액적립식,5
18624,853,단리,24,3.0,3.0,정액적립식,5
18625,853,단리,12,3.0,3.0,정액적립식,5
18626,853,단리,6,1.6,1.6,정액적립식,5
18627,853,단리,12,1.6,1.6,정액적립식,5
18628,853,단리,24,1.7,1.7,정액적립식,5
18629,853,단리,36,1.8,1.8,정액적립식,5
18630,853,복리,36,3.5,3.5,정액적립식,5
18631,853,복리,24,3.5,3.5,정액적립식,5
18632,853,복리,12,3.7,3.7,정액적립식,5
18633,853,복리,6,1.6,1.6,정액적립식,5
18634,853,단리,36,3.5,3.5,정액적립식,5
18635,853,단리,24,3.5,3.5,정액적립식,5
18636,853,단리,12,3.7,3.7,정액적립식,5
18637,853,단리,6,1.6,1.6,정액적립식,5
18638,854,복리,36,3.8,3.8,자유적립식,5
18639,854,복리,24,3.8,3.8,자유적립식,5
18640,854,복리,12,3.9,3.9,자유적립식,5
18641,854,복리,6,3.7,3.7,자유적립식,5
18642,854,복리,36,3.8,3.8,정액적립식,5
18643,854,복리,24,3.8,3.8,정액적립식,5
18644,854,복리,12,3.9,3.9,정액적립식,5
18645,854,복리,6,3.7,3.7,정액적립식,5
18646,854,단리,36,3.8,3.8,자유적립식,5
18647,854,단리,24,3.8,3.8,자유적립식,5
18648,854,단리,12,3.9,3.9,자유적립식,5
